event_id,n_before,n_after,x0,x1,x2,x3,r_bl,theta_bl,Ne,Thetae,B,bias,dtau_scatt,dtau_abs,scatter_weight_factor,nu_before_local_hz,nu_after_local_hz,nu_before_obs_hz,nu_after_obs_hz,E_before_obs,E_after_obs,w_parent_pre_abs,w_parent_at_event,w_scatter
3687,1,2,18.595838740422408,0.43092053975496908,0.48941584995800158,6.5632757262961077,1.5386732817432085,1.5375452387784623,14377436.057067856,14.699133148686027,2347.3229377508869,100000,3.6039147533667984e-07,4.7014038565619009e-26,1.0482646717736989e-05,33378451742555664,6.6252354285579084e+19,-1679524671208.9663,3.0175198302516716e+19,-1.3592896576054218e-08,0.24421692441873241,4.1119564812380822e+41,4.1119549993242869e+41,4.3104187111527724e+36
3688,1,2,38.897943095185447,0.73708729174188714,0.54101706148532192,10.045831370814508,2.0898395480085683,1.6996552258290247,3557793.6233540252,10.822440154422985,427.66688104184078,100000,1.0235316507450511e-09,1.7071109634883382e-106,1.0005899906780487e-05,2.983588410456208e+17,1.9483760342246695e+19,1.9904816254646566e+17,1.874418274926667e+19,0.0016109564411460205,0.1517022892733326,8.4195521280423684e+39,8.4195521194246894e+39,8.4245195853112591e+34
3689,0,1,6.996389883956553,0.44209143286255698,0.43845745674170811,4.9109735858795087,1.55595799962435,1.3774547250114146,2185856.8249402782,14.535844441899783,352.90812125658579,100000,8.5838415274760416e-09,3.9947433640570191e-08,1.0011570209771179e-05,36450141864776.398,7417720709619566,-4208379904325.2847,502116829664454.38,-3.405967996353488e-08,4.0637820043525676e-06,3.3753929180750474e+46,3.375392754262929e+46,3.3792983184872755e+41
3690,1,2,15.464726526046057,0.50599287844997753,0.51055716311164123,7.2779625900824749,1.6586315226808874,1.6039626328691778,12376472.904339163,13.636038584454511,1874.4971775078093,100000,3.1952391975383986e-07,3.4380022007362307e-29,1.0221288600310771e-05,33223405523174256,1.0069505563734326e+20,-2823461840979591,1.157553576583876e+20,-2.2851122968765309e-05,0.93684280543614573,1.9636795819404384e+41,1.9636789544979416e+41,2.0071335725550824e+36
3691,0,1,26.724381325476774,0.70209499741593018,0.49565916664534304,5.4983033732473636,2.0179759364712204,1.5571591966174487,8752452.2546249181,11.207845956884466,1089.5610702834058,100000,5.0208160083289147e-08,2.4146422055597819e-07,1.0103177051952309e-05,71235314210590.422,1.3222722406403198e+17,4799576386435.166,1.6661083782808554e+17,3.8844410295398431e-08,0.0013484314496057389,3.0067855804468516e+46,3.0067847034506712e+46,3.0378087076511733e+41
3692,0,1,6.1952055946056053,0.47137923718273883,0.50494479949848126,4.9870112433291691,1.6022024872313503,1.5863308725727998,13846010.091280334,14.116295300322614,2170.9261633017991,100000,2.7691658116982527e-09,2.2424198103707166e-07,1.0002689203995414e-05,65261292441104.672,2.9905690678764774e+17,66575054411386.477,-32014438142612448,5.3881187021072644e-07,-0.00025910244372877843,1.417300135606627e+46,1.4172998138637343e+46,1.4176812765253644e+41
3693,0,1,10.638524919202714,0.60791993076268969,0.50170023639956141,6.1864630672417267,1.8366071527727512,1.5761377769771245,10649971.215536967,12.314644101501873,1456.699506348971,100000,8.53620785851512e-09,0.17610866248277271,1.0004670196296227e-05,235158304905.62671,103794190012111.73,302743990256.15729,3097119374539.2642,2.4501978560467976e-09,2.5065915412544727e-08,1.3864995946492427e+29,1.1626171443075137e+29,1.3871471171764078e+24
3694,0,1,3.810902716615685,0.4083697994140556,0.51931135758865865,4.1594254303550944,1.5043633710138637,1.6314647459262721,13218252.78958133,15.034375255644722,2207.2885637877794,100000,2.2394057509979099e-08,0.00014091453335529346,1.0029096817401974e-05,13284691746213.355,4465242420666776,-2359771303166.1821,4939356905352815,-1.9098336462059442e-08,3.9975695932082242e-05,4.2099249109696601e+46,4.2093316188974319e+46,4.2221744526107107e+41
3695,1,2,11.877487033566076,0.59042347025134367,0.4829716949982053,5.9735060641798077,1.8047525126003452,1.5173003288981719,9569798.5808640774,12.532002744288512,1332.0574396214511,100000,4.7611873444584154e-08,5.0972457392785918e-77,1.0090238606035713e-05,4.350301034383216e+17,5.6250654063230091e+20,-32021141564602908,7.0642051801519109e+20,-0.00025915669653219593,5.7172729910964311,1.4176744799742664e+41,1.4176744124761301e+41,1.4304673768627948e+36
3696,1,2,18.68121342749912,0.40255344639302448,0.48879818561662663,6.5393156009596796,1.4956388595911347,1.5356047890212143,15115842.447006218,15.122075289520092,2538.8873200438047,100000,3.9279612546999084e-07,1.4772253319528899e-27,1.0638778165801245e-05,46260394760818712,2.1116831113605166e+20,-1679720685911.5278,2.4541205004535412e+20,-1.359448298179447e-08,1.9861932795442057,4.1119329945516548e+41,4.1119313794006238e+41,4.3745942961673877e+36
3697,0,1,3.4481878821598637,0.41736648257941933,0.51132117427199453,4.2138468866969463,1.5179587164352639,1.6063628447178044,14655100.477926373,14.899722367801077,2425.306610577436,100000,3.4149279941548019e-09,0.013798856336788347,1.0002064034137381e-05,628820745331.49609,4026008703148374.5,709734894593.48547,-17211963170048.699,5.7440972341785069e-09,-1.3930157695922107e-07,7.9771390656361429e+45,7.8678196189136499e+45,7.9787855743711541e+40
3698,0,1,27.572342017395087,0.43745847968588114,0.47166207094523721,5.236863192892085,1.548765992048641,1.481770097058505,10069588.847871503,14.603344570313107,1633.291661525119,100000,1.4021887997803774e-07,4.1552980068112968e-09,1.0317238707547918e-05,378325248281913.69,8.502086652929097e+17,4798555749026.0811,1.0144214386384594e+18,3.8836149970926182e-08,0.0082100167602891325,3.0066555189238098e+46,3.0066550848404223e+46,3.10203827001033e+41
3699,1,2,15.937696374487111,0.49079572249831133,0.50603210169983637,7.3024159806035156,1.6336156076033872,1.5897467331808091,13240389.820493903,13.844850242248761,2036.0512620176607,100000,1.0922346182555738e-08,5.8169742555782921e-32,1.0431943520998956e-05,43338148714162808,8.5143796487121764e+19,-2823154323086990,2.5309280497855369e+19,-2.2848634134286682e-05,0.20483559314079899,1.9636730683497038e+41,1.9636730469017868e+41,2.0484926542730833e+36
3700,0,1,5.5542918395617749,0.41495299757737614,0.53303037081313331,4.5348496190062271,1.5142995632712537,1.6745642970867829,9121547.708578907,14.93572605397215,1513.1937795334363,100000,6.1150566656082422e-08,8.9411645502089268e-05,1.0058443244215056e-05,19375927512493.719,6.9289058271548928e+17,-2359809744934.7397,5.2717033077403917e+17,-1.9098647582814712e-08,0.0042665474982381138,4.1600637450173024e+46,4.1596915491331632e+46,4.1843765071573276e+41
3701,1,2,13.770692772019052,0.53286386776586236,0.46956328843102824,5.9895435393193788,1.703804799848631,1.4751765773303833,7823546.7569478797,13.274503888402274,1153.5107746469962,100000,2.1819684220892715e-07,5.9814460483522764e-95,1.0126912890329467e-05,1.0393955736542465e+18,8.8876739564557553e+20,-32007420892087208,1.0630400671951242e+21,-0.0002590456510169636,8.6035018938922185,1.4176674453602668e+41,1.4176671360297406e+41,1.435659472661933e+36
3702,0,1,13.457948389895371,0.63986288329622054,0.52700310972982534,7.3801136387550041,1.896220857925045,1.6556290979461949,6969437.2192092538,11.927494282189327,923.3080060505456,100000,3.3515368634449146e-10,9.5849488076184059e-09,1.0005933703783312e-05,5848145344376.9658,484501489516661.12,6419587596733.5137,117537716991012.92,5.1955646594048821e-08,9.5126797375016719e-07,4.0672655023555626e+46,4.0672654620078721e+46,4.0696788972254684e+41
3703,0,1,0.70120763955502674,0.38047969215132943,0.50253357172004587,3.3644459557287147,1.4629862041408663,1.5787557770979355,16754995.824796988,15.459587641122676,2877.0135255108457,100000,5.6085585379740823e-10,3.2430017611262247e-05,1.0001356355207239e-05,5770674356875.9521,13264310129402336,7763038668464.9766,12037862300800324,6.2828598796584761e-08,9.7426027766401373e-05,4.8066657741364923e+46,4.8065098937125994e+46,4.8073177287517134e+41
3704,1,2,15.656433049530319,0.72952643175113863,0.48712035736277515,7.6960466919583528,2.0740981480337068,1.5303337361049292,7704620.9638526198,10.904577231367142,933.1678864183375,100000,1.6000540376703282e-09,4.8872574536789153e-15,1.0017806569516438e-05,457698058154719.81,3.8498439227869588e+18,117546032165044.5,4.9852864981997117e+18,9.5133527094595161e-07,0.04034741789368864,4.0696731345572047e+41,4.0696731280454877e+41,4.0769198263151721e+36
3705,0,1,0.011519243849615295,0.37305526303588754,0.50204784124788593,3.1453599446089426,1.452164588639135,1.5772298098149731,17024331.137440573,15.574793392988807,2945.04561843291,100000,4.6764746515876614e-09,6.1105038682364282e-09,1.0005749699280498e-05,259535893572491.97,1.8722384025959283e+18,126262292346563.08,2.3286249955910088e+18,1.0218785771613208e-06,0.018846260059221874,1.8827482948070549e+45,1.8827482744978897e+45,1.8838308184586561e+40
3706,0,1,6.1351327402562497,0.41065652888001952,0.53881660044300428,4.6371961055833575,1.5078073793187496,1.692742273583969,7467318.0540486071,15.000034985163618,1244.1037396681033,100000,5.5621849913607849e-09,3.0151862281722615e-06,1.0077540554538434e-05,24186687052214.754,1.946959900678167e+17,-2359865898522.8052,2.0683329938751878e+17,-1.9099102050634111e-08,0.0016739638870769521,4.1533125338157201e+46,4.1532999877224237e+46,4.1855175495200704e+41
3707,1,2,11.215495775048034,0.59673742731432755,0.51151646354364921,6.5981690697216244,1.8161836924873982,1.6069763640589596,10214843.066397093,12.453125492880751,1412.8945094247365,100000,5.3243820626713966e-09,3.2399286180420002e-41,1.0006415456409767e-05,10165869331733952,1.7256760857729782e+18,12038004301920596,-309018303828346.06,9.7427177024030391e-05,-2.5009777564165281e-06,4.8072996765264755e+41,4.8072996509305757e+41,4.8103837786788195e+36
3708,2,3,36.777709389145983,2.3569591885361629,0.52737282235527594,9.5035833792385311,10.558795281049326,1.6567905844142499,222533.88349729136,2.1420212096792763,5.2944345971044395,100000,8.9935112982989762e-10,0,1.0002317454834437e-05,4.3185941733039304e+18,4.7048789577720084e+18,4.9853861543449303e+18,5.0677450926667407e+18,0.040348224440742313,0.041014780014419085,4.076910088967352e+36,4.076910085300778e+36,4.0778548944668764e+31
3709,0,1,0.48829954945393811,0.36986489825568919,0.52373475567193417,3.272623014323305,1.4475390364033638,1.6453612608485937,12988491.334834129,15.624562013101201,2254.0639593428905,100000,1.8248690964041444e-08,8.7218959363236488e-23,1.0071146054462816e-05,17566356318632360,6.1883098288218472e+19,-363177228303934.25,6.1098761954066948e+19,-2.9393021655108474e-06,0.49449059391831729,1.3789554716231196e+36,1.3789554464589875e+36,1.3887661957317093e+31
3710,0,1,4.5101643274197718,0.42792255462913836,0.51307605224324049,4.6299164682491769,1.5340672699583091,1.6118759564602172,14048374.678472161,14.743267054569106,2300.4854345801023,100000,3.6932278684585408e-10,0.0018354908112578913,1.0006012730370981e-05,400885700632.42102,2620677401846205,349576328416.375,1267613225020691.2,2.8292260060580766e-09,1.0259173777865261e-05,3.6501082335680349e+42,3.6434146369951368e+42,3.652302945231369e+37
3711,1,2,7.8310366327873986,0.50010858824794335,0.51731883430173442,5.526608884268164,1.6489003121749846,1.6252050494059642,11407812.139836652,13.716513529454009,1737.9839878911785,100000,7.2993906622653125e-10,1.1817892450121837e-18,1.0003537902403387e-05,2482961541269398.5,9.3142048689989775e+18,1267685427425457.5,2.0026653883473841e+18,1.0259758133568603e-05,0.016208171256367622,3.6523008775113196e+37,3.6523008748453624e+37,3.653593025916564e+32
3712,2,3,8.3414082618861247,0.47161925384175807,0.52922872611281213,5.7298054388449957,1.6025870886729379,1.6626210780246953,9167042.1011991575,14.112907560860119,1436.9623750739709,100000,1.9179817291343333e-08,3.7898140969918111e-176,1.0015496210091125e-05,9.9900253488993628e+18,2.7107452544646765e+20,2.0026642999925816e+18,1.6568736522899485e+20,0.016208162447985987,1.3409575090644403,3.6535896951280125e+32,3.6535896250528302e+32,3.6592513744782596e+27
3713,2,3,9.7915943156197667,0.41475073771467386,0.55559296567344818,6.3198121717015994,1.513993312221688,1.745446779345871,3308928.4865304814,14.93874725739698,549.03652213523128,100000,3.2061168929545801e-09,5.8460701359350488e-246,1.0004724654822088e-05,1.2092149284306153e+19,6.6092012734068011e+21,2.0026616334943045e+18,6.1526927718926432e+21,0.016208140867216191,49.795586778949698,3.6535848601823404e+32,3.6535848484685203e+32,3.655311052915097e+27
3714,1,2,16.403808324392976,0.46140118404802466,0.50049503378590421,7.3063162000855666,1.5862951199391742,1.5723515212999719,14294864.297993748,14.257853508076328,2263.7781260521269,100000,8.1919165970585463e-07,7.6847043255698578e-32,1.06314641743333e-05,64640031098258800,1.490695555253965e+20,-2822453055623597,1.4787774415307057e+20,-2.2842958566511197e-05,1.1968189075341065,1.9636646575775579e+41,1.9636630489605067e+41,2.0876630457440274e+36
3715,0,1,5.4244802394195055,0.45289197315375412,0.52675335482937335,4.7973994495084487,1.5728542668503454,1.654844469785737,10197729.597965175,14.379694239543364,1628.7439580576529,100000,1.3188676721062849e-09,0.009555905523601721,1.0002105971607459e-05,394111924936.21106,169047428145386.03,410547776953.53168,62561215996780.883,3.3226862143330799e-09,5.0632667283434387e-07,1.0287151795072192e+44,1.0189316925776963e+44,1.0289318240032397e+39
3716,0,1,11.271322618213553,0.63544653404294704,0.47958953763413864,6.2124091475340961,1.8878649492418731,1.5066749681699356,8213575.40660844,11.980286751841909,1092.9470842321459,100000,6.7514941566548731e-09,2.1673836294991136e-21,1.000455681562502e-05,3987548886036657.5,5.5098195846649334e+18,3595334258529425,4.9018829263934188e+18,2.9098117801006402e-05,0.039672407788108953,3.3365411472916607e+40,3.3365411247650224e+40,3.3380615475750111e+35
3717,1,2,14.280280224175709,0.46609231726223138,0.4664020544893106,5.9323348056165326,1.5937541235746857,1.4652452680028045,8080259.6674243491,14.191124657259113,1273.6256781628658,100000,1.9449814110072469e-07,8.9685834299049873e-108,1.0118376478709748e-05,1.9972064109690813e+18,4.2768984956542117e+20,-31986766562106148,1.3539727299202503e+20,-0.00025887848933360579,1.0958107135964708,1.4176631376269463e+41,1.4176628618941282e+41,1.4344449346498353e+36
3718,1,2,22.920394122262394,1.3113298826985766,0.51834700951267254,8.9069348759610438,3.7111057673084606,1.6284351570952507,2211527.6637241975,6.0944540141933432,149.70174223444747,100000,7.2436722217892963e-09,3.6679267613144064e-69,1.000660097232477e-05,9643727411628634,1.457390463256906e+18,12038048037184466,7.8952029804800256e+17,9.7427530986629883e-05,0.0063898244187963723,4.8072798924788314e+41,4.8072798576564718e+41,4.8104531646315992e+36
3719,0,1,0.055977941625215674,0.37350226288020488,0.50549626278679505,3.1592847234115813,1.4528138510834749,1.5880633455880908,16792101.822885409,15.567833018525914,2903.5739923730384,100000,5.9186064476008861e-09,0.0031959049893855434,1.000328089294111e-05,2003829231190.2712,1092312628875241.9,784985768140.21167,233165709709660.75,6.3531251090962894e-09,1.8870799765532966e-06,5.160944237203689e+46,5.1444766477113655e+46,5.162637487755419e+41
3720,0,1,17.740681469405203,1.0299026296334031,0.52496605549134401,7.4556956018193388,2.8007931071698975,1.6492295033156179,3367478.7861082861,8.0752710304699935,302.0380446194207,100000,7.8963154048573316e-09,3.0278619377534253e-47,1.0006075649003524e-05,10619968338095290,2.3979510000105185e+18,12667362212758366,1.7111680329558369e+18,0.00010252075923689625,0.013848995787287753,9.0128593432724789e+37,9.0128592721040982e+37,9.0183352402612648e+32
3721,1,2,20.842766180010884,1.2158380091363932,0.55742394259053041,7.3443546885888882,3.3731195852806755,1.7511989629774689,599249.98529955058,6.7051175829531564,44.628686423313773,100000,5.1376170795309523e-09,2.0567616919797716e-59,1.0003482119788046e-05,1528483571262383.8,1.0500241540522867e+17,1267804720725642.8,53462683692871208,1.0260723610003357e-05,0.00043268952375221238,3.6522912061413941e+37,3.6522911873773202e+37,3.653562977689455e+32
3722,0,1,3.0610725062991246,0.41163638982877776,0.50456449182462415,4.0944485997279951,1.5092855449681224,1.5851361007785065,15631185.470309123,14.985344235273127,2601.7065719221318,100000,2.2806941864247825e-09,1.4047466704846899e-08,1.0001747863385084e-05,159136381321355.91,3.6111696949727123e+17,206662243246431.16,-27815003748597388,1.6725794784556548e-06,-0.00022511516246146476,4.7380559022081646e+45,4.7380558248444264e+45,4.7388840496509601e+40
3723,1,2,3.3121580069934606,0.40982933991764348,0.51221237624321991,4.1455784900208688,1.5065606534072331,1.6091626382834707,14724223.224549191,15.012447981777703,2455.1813840550094,100000,1.2875855701833575e-07,1.7151921153017574e-52,1.0073366228233693e-05,3.9278439368366816e+17,1.278811061873775e+21,-27815170092735924,1.304160184409226e+21,-0.0002251165087344371,10.554959274591551,4.7388800162837949e+40,4.7388794061124814e+40,4.7736473915684709e+35
3724,1,2,28.411376906697583,0.39561680338703858,0.46481611891399149,6.585952201379988,1.4853000465399284,1.4602629044503153,8808329.3885358702,15.227336384562019,1489.7629268771636,100000,1.1566263535361801e-07,4.021605614206511e-22,1.0359113053183953e-05,11904546523675246,6.996148356031361e+18,117493866675842.31,8.7227786645576663e+18,9.5091308000602673e-07,0.070596062252420752,4.0696429945409075e+41,4.0696425238353006e+41,4.2157891866547346e+36
3725,0,1,14.427914081013755,0.80094357648990577,0.49932632420148287,6.9095049400444877,2.227641887641866,1.5686799118553738,7247905.4109454732,10.152962002618452,817.34413721138947,100000,3.0904265105901326e-09,8.2544605315374138e-31,1.000696612096305e-05,9148918309172836,4.1508656754426097e+18,10682582768316006,3.495347006001922e+18,8.6457344285591466e-05,0.028288890996644049,2.0846528243780259e+38,2.0846528179355597e+38,2.086105018752084e+33
3726,0,1,16.592601125899154,0.94794213096988256,0.48586741832981278,7.1591463204503443,2.5803940787472586,1.5263975120435787,4895159.9910167893,8.7650036197763228,476.56118219751085,100000,1.4484667606352941e-08,2.4069285261352001e-05,1.0007862500733666e-05,7199411734218.6758,1703607586189628.8,7844401710938.6553,2062442035800623.2,6.3487094286657987e-08,1.6691961581347039e-05,4.5518307584022408e+46,4.5517211344775838e+46,4.5554096356699868e+41
3727,0,1,0.84009784071580629,0.36645272586336819,0.53769563925440356,3.3655330897444138,1.442608200881071,1.6892206701489019,8517248.8544261158,15.677966773553422,1483.1625475377307,100000,6.938764591582962e-08,3.0477336901928832e-25,1.0055203169604524e-05,19745311260693136,8.1016121357054689e+19,-363179820076077.81,1.1165158440172164e+20,-2.9393231414996494e-06,0.90362973842636818,1.3789533193190479e+36,1.3789532236367265e+36,1.386565578715357e+31
3728,1,2,16.646275852738043,0.43728755277045883,0.49710266301771622,7.2982758971826653,1.5485012888780019,1.5616940742163798,14940949.741807217,14.605840888293248,2423.8427676751589,100000,8.3639226284683955e-07,1.2316317193816891e-33,1.059149820447088e-05,87973314832063200,1.9625653916291076e+19,-2821797792291241,1.2537738099004256e+19,-2.2837655323957227e-05,0.10147167243142885,1.9636561273244032e+41,1.9636544849382982e+41,2.0798060346754657e+36
3729,0,1,0.21169926845348561,0.35328169217003391,0.49563747766364069,3.1547920857393899,1.4237321411483792,1.5570910586718687,17581854.103038855,15.885827668697679,3102.231425123317,100000,7.5206009298647685e-07,0.00019309176123450392,1.1115139717887029e-05,59123878740978.727,1.1454653895849883e+17,-1014956724234.6083,1.4512693046483341e+17,-8.214348987062477e-09,0.0011745557478406638,2.333071044928104e+46,2.3326188373515649e+46,2.5932410636132564e+41
3730,1,2,14.447222126720652,0.43344607408404773,0.46563059934465095,5.9048363824595809,1.5425641651491839,1.4628216701877679,8401786.299492918,14.662056821786582,1368.2523517282937,100000,2.5403821250281612e-08,8.977622971447053e-117,1.0129137726025304e-05,2.8295427111193723e+18,5.9839414032716097e+20,-31978422649798852,2.4827562931927941e+20,-0.00025881095955034212,2.0093690849223904,1.4176607810466045e+41,1.4176607450326039e+41,1.435968130000566e+36
3731,1,2,24.496456068685816,0.40112591297840478,0.4826030494360134,12.224493301168444,1.4935053083630214,1.5161421947082114,13886542.063523812,15.143677972901877,2335.7435266183857,100000,2.4988010386902404e-08,3.5178287631197209e-15,1.0105589031303295e-05,3466895027960627,2.0782564547129987e+17,233167789266820.38,-47206310081160456,1.8870968070327049e-06,-0.00038205481685986084,5.162582545354096e+41,5.1625824163514137e+41,5.2170937543528201e+36
3732,0,1,21.074683452248362,1.3105971773048484,0.53024635593511005,7.8005722512000393,3.7083876160197176,1.6658180563985003,1661035.7399289745,6.0989210898467361,112.52050313856536,100000,1.0772643743456362e-08,1.4633943428741958e-74,1.0005519485051362e-05,10708904808141212,3.5515893297424358e+18,12667467674783120,3.8654070907776952e+18,0.00010252161277267322,0.031283898182612971,9.0128525966006842e+37,9.0128524995084345e+37,9.0178272271183912e+32
3733,0,1,23.935185977641627,0.40308162194145375,0.48107485819172846,5.6449749321439455,1.4964290281215304,1.5113412403218855,13456976.472693132,15.114090288037563,2259.0673530106901,100000,2.1330965908807544e-07,5.1577346490045013e-08,1.0291860175885039e-05,329984496631029.31,1.279031212354877e+17,7846019826928.5889,1.6349749618082957e+17,6.3500190184370162e-08,0.0013232342424777184,2.3557248112520833e+46,2.3557241872512746e+46,2.4244790370269615e+41
3734,1,2,28.526825103164761,0.35028881393151406,0.47698868065267075,6.561830204516947,1.419477454261435,1.4985041349839183,13736064.592023285,15.933443234881809,2430.9254245672669,100000,9.3166853673397905e-07,2.4450259634409979e-22,1.1005158828739805e-05,24324001539868008,1.8556435250373177e+19,117488505112723.61,4.990302526401534e+18,9.5086968726866013e-07,0.040388014113404098,4.069600480502674e+41,4.0695966889857154e+41,4.4786599657447755e+36
3735,1,2,24.591063878995467,0.3979677392751842,0.47660679277658946,12.253723797611624,1.4887959994944873,1.4973043988379264,12377243.84581776,15.191579939997588,2088.4619366594898,100000,9.3671309290237654e-08,4.723302221305551e-15,1.0097067737696515e-05,3594437821714921,2.5743952435136456e+18,233167799131780.22,1.4098028641290867e+18,1.8870968868727819e-06,0.011409957146349889,5.1625782004884917e+41,5.1625777169030309e+41,5.2126901791487682e+36
3736,0,1,0.11423309223303917,0.3642368647570039,0.49636553547543999,3.1770158528723789,1.4394151204948478,1.5593783197448061,17250321.693288416,15.71274548852432,3010.571516714112,100000,1.9267756693933827e-07,1.1512707861928877e-12,1.0313245135283525e-05,2816814692810489,1.2622076108692732e+19,101928921693156.08,-2.3222302230241649e+18,8.2494131490576651e-07,-0.018794505248102649,9.3166951984346567e+41,9.3166934033059405e+41,9.6085361432175589e+36
3737,0,1,0.07759410834389302,0.3737190857145834,0.50537647344616154,3.1662398901316613,1.4531288884529048,1.5876870162755783,16795617.310622152,15.564457922757843,2903.552241491298,100000,3.8133497339879644e-09,6.4291468263532398e-30,1.000295788298412e-05,57887272908433856,4.1888381092337582e+19,27848379077318724,4.9605259874880561e+19,0.00022538527900055338,0.4014702365891295,4.8674044422934463e+28,4.867404423732331e+28,4.868844163571115e+23
3738,0,1,0.45312076726347045,0.37611207090865972,0.49889212131106131,3.2935780749773178,1.4566103682715312,1.567315823244658,16945355.603564162,15.527256933854931,2922.4366154173449,100000,3.1780013738721757e-08,0.0029303164197409469,1.0016991771060785e-05,4842637404346.4443,1516795901050499.2,1236583857375.2642,1825242135853214.8,1.0008043804930092e-08,1.4772231694012522e-05,4.8938870432150129e+46,4.879567241377831e+46,4.9022026240385776e+41
3739,0,1,0.1650762952505215,0.3603380493989865,0.49214092326135378,3.1929059975916227,1.4338140326152882,1.5461063090487672,16973533.767246529,15.774126160151486,2973.837630679825,100000,5.2661421483801529e-07,2.1270762176597855e-12,1.032166990835109e-05,2996120982440364,8.3234595913043589e+18,101928933652597.59,1.0244038722576167e+19,8.249414116971112e-07,0.082908075876515303,9.3166817315512364e+41,9.316676825235677e+41,9.6163713474236729e+36
3740,0,1,8.3404443697377104,0.48430557153992976,0.47571838999860305,5.2356218159879218,1.6230475270169964,1.4945133991971755,10197328.549069235,13.934997628958692,1578.3124607859829,100000,7.8369340113080216e-08,0.011973347145730999,1.0044025257366273e-05,2706409350715.3052,5956373207967853,-381203099460.13507,5587363574141576,-3.0851909437585298e-09,4.5220208132726851e-05,8.7020528594807973e+45,8.598480771443814e+45,8.7403638711561514e+40
3741,0,1,24.005515590886926,0.39390784742103935,0.48855842996950638,5.6562490029307995,1.4827639018611254,1.5348515744415647,15338269.678196428,15.253381480544986,2598.6164014401147,100000,4.1429275604011165e-07,1.0160398720300731e-07,1.036139986036913e-05,369294482528211.94,6.5121481441207629e+17,7846002453441.2354,8.7447904777391616e+17,6.3500049575529558e-08,0.0070774210454204595,2.3557186027853166e+46,2.3557173874780749e+46,2.4408542401968741e+41
3742,1,2,17.130984493788631,0.35870892949198879,0.48909346868858977,7.2547061908526524,1.4314800792929303,1.5365324481508231,16554519.240069494,15.799845046981515,2905.1534362276675,100000,1.0845204835348128e-06,3.592310268527552e-43,1.1030318956446811e-05,2.9088273287273126e+17,2.0638684203376853e+20,-2820513533244851,2.370093106092479e+20,-2.282726143055769e-05,1.9181873906945304,1.9636179623746844e+41,1.9636158327919373e+41,2.1659332433600944e+36
3743,0,1,23.882540134831377,0.41135901681068981,0.47304317288121689,12.036726935001251,1.5088669679350293,1.4861089567544374,11020823.292580573,14.989501341938704,1834.8514031836962,100000,1.3266911167312836e-07,1.3116740738010943e-06,1.0089854325378744e-05,111373743810142.22,1.5702959854656061e+18,7004579520598.0049,1.0113022788563798e+18,5.6690161576310539e-08,0.0081847724652520867,2.6312448178828462e+46,2.6312410174650684e+46,2.654887690684564e+41
3744,0,1,5.5160913713264108,0.44446375517377318,0.51492831544517836,4.952291861408475,1.5596536153647946,1.6176950129279399,13246857.107526815,14.501401604726883,2133.6466874586931,100000,3.9076965302753549e-09,0.018267443572032055,1.0006048613501225e-05,386605460071.51892,1558236818104095.2,349576632333.32184,330131063820007.75,2.8292284657490218e-09,2.6718496512575448e-06,5.0110709803737907e+41,4.9203625327579932e+41,5.0141019835325392e+36
3745,0,1,9.1979173337767719,0.53035656154994526,0.45433712468394571,6.0251213766986682,1.6995381905664479,1.4273421731601936,4387996.5590356411,13.307828895054676,648.59434926745064,100000,1.7348295721529493e-09,1.2648064717379085e-08,1.0002328595295872e-05,28596401365865.59,21975037295509840,29619027710628.543,13906407780881076,2.397156691149107e-07,0.00011254872640476576,2.4253697469936202e+46,2.4253697121097837e+46,2.4259345174519804e+41
3746,0,1,21.240460583916814,1.3342260330311069,0.52513219085399943,7.5908335557263067,3.7970560129272779,1.6497514329504377,1824628.0332516017,5.9564998155591553,120.71608708431761,100000,5.4695115298291769e-09,1.1274621633951449e-15,1.0007115158660627e-05,59197940376721.227,44571936884732864,66582198673088.289,25666213133643036,5.3886969086206291e-07,0.00020772435594735412,1.4172197499521646e+46,1.4172197422006633e+46,1.4182281242899529e+41
3747,1,2,21.942537603969868,1.2443283845720561,0.54358202393383703,7.7190331779356747,3.4706031058336588,1.7077132930140135,1156056.1567301473,6.516781882276435,83.678096102252255,100000,1.233722380972713e-08,4.939179241634817e-129,1.0008700917759574e-05,45255294574874432,2.3142335445396813e+18,25666228748196476,2.0007512569618934e+18,0.00020772448232061536,0.016192679617333092,1.4182272641714657e+41,1.4182272466744786e+41,1.4194612520504598e+36
3748,0,1,2.8786013189075144,0.40681564067526482,0.48348339784830668,4.0323825309441244,1.5020271674203418,1.5189078908128715,13933971.5787478,15.057759227826075,2330.4239928249526,100000,2.5789016185767096e-09,0.0012739361771518137,1.0004026843311283e-05,1926024196609.1689,3509627667679700,784998070680.19446,-109482726653210.53,6.3532246772398686e-09,-8.8607652258556493e-07,3.4855684776309342e+46,3.481130904059032e+46,3.486972061441951e+41
3749,0,1,0.26517291603221449,0.3526229632288968,0.48382638212467144,3.2244234827183273,1.4227945964104058,1.5199854076957957,15615557.994309129,15.896295570513383,2757.1037624715573,100000,4.010657666911428e-07,3.8933262684832778e-13,1.0329898996282633e-05,3420118361556410.5,1.7519872483095224e+18,101928954742002.39,9.247964474254409e+17,8.2494158237998554e-07,0.0074846548426750325,9.3166466434600181e+41,9.3166429068691121e+41,9.6240018810997609e+36
