event_id,n_before,n_after,x0,x1,x2,x3,r_bl,theta_bl,Ne,Thetae,B,bias,dtau_scatt,dtau_abs,scatter_weight_factor,nu_before_local_hz,nu_after_local_hz,nu_before_obs_hz,nu_after_obs_hz,E_before_obs,E_after_obs,w_parent_pre_abs,w_parent_at_event,w_scatter
10044,1,2,9.6166168671825698,0.4296224368134578,0.50457697754221842,4.6244182368533258,1.5366772212564395,1.5851753258171755,15078042.601301283,14.718226526567859,2464.9046429228283,100000,2.6553399818513718e-07,1.1209425950855096e-83,1.0262448108658615e-05,1.8268081099432558e+18,7.5733206220198969e+19,12160021136761378,5.4128789947628544e+19,9.841469584108615e-05,0.43808052132717612,4.7287857637508247e+39,4.7287845080976013e+39,4.8528918517456433e+34
10045,0,1,0.61201838130355557,0.46727603197188367,0.49881730452428302,3.3648494425417743,1.5956417907836378,1.5670807793769501,14119845.606482802,14.174336352497741,2222.9636245334104,100000,1.2166414996783996e-08,7.8167971499179327e-22,1.0039972823006877e-05,11382043345663434,3.8022039315440942e+18,3791210107429872.5,4.4909784361168968e+18,3.0683399756962461e-05,0.036346834585933525,2.3710355796527186e+35,2.3710355508057161e+35,2.3805132782095653e+30
10046,0,1,7.4446835154753925,0.36716379003404104,0.50451479459810111,3.9536373462033367,1.4436343526716862,1.5849799723367579,17089015.919460185,15.666822695658549,2973.7034508403303,100000,1.5947238179934718e-07,9.0494319069271072e-11,1.1206067281141005e-05,1338812049910611,3173319483313611.5,-9594035825594.2168,-289449718375281.31,-7.7647407602764211e-08,-2.3426033289591928e-06,1.5840468560434858e+46,1.5840466032884337e+46,1.7750935645303183e+41
10047,0,1,4.1866299344548867,0.59303260196549723,0.49627919638639273,4.2570604097156934,1.8094674979512759,1.5591070774969376,10912685.051475568,12.499347717644458,1515.020973524485,100000,5.3794177489024659e-09,4.3631185848125311e-11,1.0004472516270311e-05,360198719853547.31,10025267986550688,469359231633319.88,2923765558519696.5,3.7986649448951135e-06,2.3662911019330231e-05,5.7992660242085628e+44,5.7992659927588597e+44,5.8018597553734758e+39
10048,1,2,16.015469954701931,0.4995348635842542,0.55221311599556999,6.2731342484285832,1.6479545687220389,1.7348286684276109,3366649.6817111298,13.724385289461193,513.2045565965077,100000,2.2375129744972721e-09,9.4865633200195084e-26,1.0004045257959984e-05,3356852245724576,4.1878912621923825e+18,-289349636730307.62,2.9507871614902072e+18,-2.3417933382084713e-06,0.023881604951484829,1.7750895923776812e+41,1.7750895884058953e+41,1.7758076619080061e+36
10049,1,2,28.757271248108669,1.7727951951722014,0.49583591379970937,9.8079931837850189,5.8872864985684039,1.5577144641791489,1029090.6100535815,3.8416957364260877,43.911296005033336,100000,9.5970259567099773e-09,4.8571919671627999e-24,1.0006142456453567e-05,46519889403330.742,237032600657060.91,56703906803969.406,196727091230229.88,4.5892171389763052e-07,1.5921713152779208e-06,1.0933415133125165e+39,1.0933415028196895e+39,1.0940130935759563e+34
10050,0,1,1.0049565551129762,0.43620093456474535,0.5371109194584639,3.5117697519929054,1.5468195730429302,1.6873837187335692,7572962.5617796397,14.621720486880209,1229.8834611673533,100000,4.0887411758084806e-09,2.3517911426339106e-31,1.0040545208648738e-05,26926198806409440,1.0475529035733326e+20,4516180995358824,4.4597074291596919e+19,3.6550806451962028e-05,0.36093748953620436,5.1375837255289609e+31,5.1375837045227112e+31,5.1584141659391542e+26
10051,0,1,1.993518093455187,0.40073013759720871,0.53868596437259042,3.3325189984057686,1.4929143326848118,1.6923318682648631,7655964.2348308442,15.149672654019666,1288.2579134371297,100000,5.7798277478145406e-07,1.1967998705184946e-07,1.0369998773830071e-05,228841898097356.38,1.1986937135194565e+17,-6972084928142.6777,-11949084719691264,-5.6427173099809994e-08,-9.6707524192756876e-05,1.8614888389723255e+46,1.8614875402813342e+46,1.9303636977641379e+41
10052,0,1,0.59899172473669215,0.36153972493763881,0.49173484420734409,3.0673646957650047,1.4355380475110626,1.5448305740759136,16878118.315159418,15.755182163149749,2953.5690595381075,100000,1.5112163320905955e-06,8.5398808337752867e-08,1.1282480957261398e-05,585802187661858.75,8358773663065181,-4337720173818.9702,4241873988788361.5,-3.5106469532324676e-08,3.4330757628436643e-05,5.2644482587889734e+45,5.2644398534978877e+45,5.9396037230274517e+40
10053,1,2,12.721799076313349,0.59216396181860231,0.4994979199056041,5.4768914752625824,1.8078964042943537,1.5692189956588287,11005237.656092195,12.510209869849758,1529.1979070416144,100000,2.7797117268256764e-07,1.8661627208342137e-57,1.0245249790929592e-05,2.1630781242664531e+17,4.0790116955241784e+18,-11951626995854196,8.5219131389685248e+17,-9.6728099595752082e-05,0.0068970397347443441,1.9303500435598778e+41,1.930349506978287e+41,1.9776918380202766e+36
